"","uid","domainID","siteID","namedLocation","collectDate","sampleID","sampleCode","batchID","sampleCondition","laboratoryName","analysisDate","analyzedBy","sampleType","replicate","sampleVolumeFiltered","filterSize","percentFilterAnalyzed","analyte","analyteConcentration","plantAlgaeLabUnits","testMethod","method","acidTreatment","externalRemarks","externalLabDataQF","publicationDate","release"
"188","14bd0707-c367-4320-9384-a30798bc57d5","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.3.CHL/PHEO.1","B00000038125","19-50d","condition ok","University of Maryland Center for Environmental Science",2019-05-14,"tO3Lchp2lPI=","chlorophyll/pheophytin","1",4,25,100,"chlorophyll a",71.68,"microgramsPerLiter","HPL_algalChlorophyll_V1","EPA Method 445.0",NA,NA,NA,"20221128T173148Z","RELEASE-2023"
"189","42a7ee56-8d38-4f43-a84d-9838b20a15ec","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.6.CHL/PHEO.1","B00000038128","19-50d","condition ok","University of Maryland Center for Environmental Science",2019-05-14,"tO3Lchp2lPI=","chlorophyll/pheophytin","1",4,25,100,"pheophytin",15.85,"microgramsPerLiter","HPL_algalChlorophyll_V1","EPA Method 445.0",NA,NA,NA,"20221128T173148Z","RELEASE-2023"
"190","666f5eed-e57a-4bf6-9a80-ede1b49f487e","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.5.CHL/PHEO.1","B00000038127","19-50d","condition ok","University of Maryland Center for Environmental Science",2019-05-14,"tO3Lchp2lPI=","chlorophyll/pheophytin","1",4,25,100,"chlorophyll a",22.39,"microgramsPerLiter","HPL_algalChlorophyll_V1","EPA Method 445.0",NA,NA,NA,"20221128T173148Z","RELEASE-2023"
"191","e51eafa7-0694-49f6-8fb9-edc01cf3cfe3","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.6.CHL/PHEO.1","B00000038128","19-50d","condition ok","University of Maryland Center for Environmental Science",2019-05-14,"tO3Lchp2lPI=","chlorophyll/pheophytin","1",4,25,100,"chlorophyll a",66.91,"microgramsPerLiter","HPL_algalChlorophyll_V1","EPA Method 445.0",NA,NA,NA,"20221128T173148Z","RELEASE-2023"
"192","7b06a19e-dbe7-47f4-b6a2-932463b982e6","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.2.CHL/PHEO.1","B00000038123","19-50d","condition ok","University of Maryland Center for Environmental Science",2019-05-14,"tO3Lchp2lPI=","chlorophyll/pheophytin","1",4,25,100,"pheophytin",103.7,"microgramsPerLiter","HPL_algalChlorophyll_V1","EPA Method 445.0",NA,NA,NA,"20221128T173148Z","RELEASE-2023"
"193","e0ff8022-079e-4794-a7fd-ffbe1aceff45","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.7.CHL/PHEO.1","B00000038129","19-50d","condition ok","University of Maryland Center for Environmental Science",2019-05-14,"tO3Lchp2lPI=","chlorophyll/pheophytin","1",4,25,100,"pheophytin",19.45,"microgramsPerLiter","HPL_algalChlorophyll_V1","EPA Method 445.0",NA,NA,NA,"20221128T173148Z","RELEASE-2023"
"194","a085d3bc-b530-4e77-b3b0-188b1bb6050a","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.2.REP2.CHL/PHEO.2","B00000038124","19-50d","condition ok","University of Maryland Center for Environmental Science",2019-05-14,"tO3Lchp2lPI=","chlorophyll/pheophytin","2",4,25,100,"chlorophyll a",294.28,"microgramsPerLiter","HPL_algalChlorophyll_V1","EPA Method 445.0",NA,NA,NA,"20221128T173148Z","RELEASE-2023"
"195","58923412-dcad-4521-84dd-0cc5ec944269","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.5.CHL/PHEO.1","B00000038127","19-50d","condition ok","University of Maryland Center for Environmental Science",2019-05-14,"tO3Lchp2lPI=","chlorophyll/pheophytin","1",4,25,100,"pheophytin",5.81,"microgramsPerLiter","HPL_algalChlorophyll_V1","EPA Method 445.0",NA,NA,NA,"20221128T173148Z","RELEASE-2023"
"196","2e89e152-c70d-4e86-9612-15402d2bf43b","D12","BLDE","BLDE.AOS.S2",2019-05-07,"BLDE.20190507.SESTON.9.CHL/PHEO.1","B00000038120","19-50d","condition ok","University of Maryland Center for Environmental Science",2019-05-14,"tO3Lchp2lPI=","chlorophyll/pheophytin","1",250,25,100,"pheophytin",0.45,"microgramsPerLiter","HPL_algalChlorophyll_V1","EPA Method 445.0",NA,NA,NA,"20221128T173148Z","RELEASE-2023"
"197","604a87d5-de7c-4e6c-8018-c07e3f7b94ee","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.7.CHL/PHEO.1","B00000038129","19-50d","condition ok","University of Maryland Center for Environmental Science",2019-05-14,"tO3Lchp2lPI=","chlorophyll/pheophytin","1",4,25,100,"chlorophyll a",81.24,"microgramsPerLiter","HPL_algalChlorophyll_V1","EPA Method 445.0",NA,NA,NA,"20221128T173148Z","RELEASE-2023"
"198","6d2846e8-f3fe-42c1-814e-de26136979ac","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.4.CHL/PHEO.1","B00000038126","19-50d","condition ok","University of Maryland Center for Environmental Science",2019-05-14,"tO3Lchp2lPI=","chlorophyll/pheophytin","1",4,25,100,"pheophytin",49.7,"microgramsPerLiter","HPL_algalChlorophyll_V1","EPA Method 445.0",NA,NA,NA,"20221128T173148Z","RELEASE-2023"
"199","196893b3-4462-489e-923d-3803a4d8a023","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.1.CHL/PHEO.1","B00000038121","19-50d","condition ok","University of Maryland Center for Environmental Science",2019-05-14,"tO3Lchp2lPI=","chlorophyll/pheophytin","1",4,25,100,"chlorophyll a",42.26,"microgramsPerLiter","HPL_algalChlorophyll_V1","EPA Method 445.0",NA,NA,NA,"20221128T173148Z","RELEASE-2023"
"200","41083c1d-0edf-41c2-b393-c2ec5115ff95","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.1.CHL/PHEO.1","B00000038121","19-50d","condition ok","University of Maryland Center for Environmental Science",2019-05-14,"tO3Lchp2lPI=","chlorophyll/pheophytin","1",4,25,100,"pheophytin",11.35,"microgramsPerLiter","HPL_algalChlorophyll_V1","EPA Method 445.0",NA,NA,NA,"20221128T173148Z","RELEASE-2023"
"201","d0b757f0-a24c-4f08-93d5-f9245cb9cd5b","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.7.CNSA.1","A00000054101",NA,"condition ok","SIRFER Lab at University of Utah",2019-09-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",10,25,100,"carbon",27028.23,"microgramsPerLiter","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a","N",NA,NA,"20221128T173148Z","RELEASE-2023"
"202","a26c5439-2a7f-4705-93c8-2da9193ff0ce","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.2.CNSA.1","A00000054172",NA,"condition ok","SIRFER Lab at University of Utah",2019-09-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",8,25,100,"d34S",4.9,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012b",NA,NA,NA,"20221128T173148Z","RELEASE-2023"
"203","2fbe667f-1597-483d-b7c5-534b6a463823","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.6.CNSA.1","A00000054096",NA,"condition ok","SIRFER Lab at University of Utah",2019-09-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",10,25,100,"d15N",2.06,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a",NA,NA,NA,"20221128T173148Z","RELEASE-2023"
"204","a860b1a1-7854-4188-afe2-87e5271e7713","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.5.CNSA.1","A00000054093",NA,"condition ok","SIRFER Lab at University of Utah",2019-09-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",10,25,100,"carbon",17804.42,"microgramsPerLiter","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a","N",NA,NA,"20221128T173148Z","RELEASE-2023"
"205","47e9da5c-c0bb-4918-b35e-bc19ed15481a","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.8.CNSA.1","A00000054098",NA,"condition ok","SIRFER Lab at University of Utah",2019-09-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",10,25,100,"d15N",1.81,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a",NA,NA,NA,"20221128T173148Z","RELEASE-2023"
"206","12026bc9-9b56-4509-ad16-5582a802a52b","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.3.CNSA.1","A00000054223",NA,"condition ok","SIRFER Lab at University of Utah",2019-09-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",10,25,100,"d13C",-25.72,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a","N",NA,NA,"20221128T173148Z","RELEASE-2023"
"207","65071cf3-df42-4c5b-9ffb-388331c2a079","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.3.CNSA.1","A00000054223",NA,"condition ok","SIRFER Lab at University of Utah",2019-09-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",10,25,100,"nitrogen",3207.27,"microgramsPerLiter","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a",NA,NA,NA,"20221128T173148Z","RELEASE-2023"
"208","072f1d8d-8273-4b52-aa60-bba352c6e377","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.3.CNSA.1","A00000054223",NA,"condition ok","SIRFER Lab at University of Utah",2019-09-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",10,25,100,"sulfur",209.9,"microgramsPerLiter","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012b",NA,NA,NA,"20221128T173148Z","RELEASE-2023"
"209","ea64a5d2-5235-4be3-b5d3-8d00db896909","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.1.CNSA.1","A00000054171",NA,"condition ok","SIRFER Lab at University of Utah",2019-09-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",15,25,100,"d15N",2.92,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a",NA,NA,NA,"20221128T173148Z","RELEASE-2023"
"210","d3ac4eac-ef1a-46fb-8374-35c9cbf93479","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.8.CNSA.1","A00000054098",NA,"condition ok","SIRFER Lab at University of Utah",2019-09-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",10,25,100,"sulfur",631.77,"microgramsPerLiter","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012b",NA,NA,NA,"20221128T173148Z","RELEASE-2023"
"211","833326b1-dd04-469a-b2cb-595fbb4040cc","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.7.CNSA.1","A00000054101",NA,"condition ok","SIRFER Lab at University of Utah",2019-09-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",10,25,100,"sulfur",1524.44,"microgramsPerLiter","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012b",NA,NA,NA,"20221128T173148Z","RELEASE-2023"
"212","464f3666-f784-4976-8538-b6958a98b274","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.2.CNSA.1","A00000054172",NA,"condition ok","SIRFER Lab at University of Utah",2019-09-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",8,25,100,"d13C",-28.76,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a","N",NA,NA,"20221128T173148Z","RELEASE-2023"
"213","18a9bfc7-23e1-44bd-890c-d13a0cc70d74","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.3.CNSA.1","A00000054223",NA,"condition ok","SIRFER Lab at University of Utah",2019-09-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",10,25,100,"d15N",1.61,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a",NA,NA,NA,"20221128T173148Z","RELEASE-2023"
"214","59c8d74b-22de-4cdb-981e-d926a2391e37","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.7.CNSA.1","A00000054101",NA,"condition ok","SIRFER Lab at University of Utah",2019-09-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",10,25,100,"d15N",1.49,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a",NA,NA,NA,"20221128T173148Z","RELEASE-2023"
"215","a72089b4-3e9a-4427-8fc2-8e9180809f06","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.2.CNSA.1","A00000054172",NA,"condition ok","SIRFER Lab at University of Utah",2019-09-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",8,25,100,"sulfur",411.34,"microgramsPerLiter","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012b",NA,NA,NA,"20221128T173148Z","RELEASE-2023"
"216","fe925c66-7df1-4224-b39f-bcec0bf7dfa7","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.3.CNSA.1","A00000054223",NA,"condition ok","SIRFER Lab at University of Utah",2019-09-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",10,25,100,"carbon",22329.47,"microgramsPerLiter","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a","N",NA,NA,"20221128T173148Z","RELEASE-2023"
"217","ba0d498b-8c46-48fc-8433-6c6db54b1734","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.5.CNSA.1","A00000054093",NA,"condition ok","SIRFER Lab at University of Utah",2019-09-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",10,25,100,"nitrogen",2159.34,"microgramsPerLiter","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a",NA,NA,NA,"20221128T173148Z","RELEASE-2023"
"218","12cb628a-86f1-4898-bc95-e004d0307561","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.6.CNSA.1","A00000054096",NA,"condition ok","SIRFER Lab at University of Utah",2019-09-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",10,25,100,"sulfur",284.2,"microgramsPerLiter","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012b",NA,NA,NA,"20221128T173148Z","RELEASE-2023"
"219","7261df9f-b0a9-471a-adbb-1e36480d9666","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.5.CNSA.1","A00000054093",NA,"condition ok","SIRFER Lab at University of Utah",2019-09-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",10,25,100,"sulfur",297.22,"microgramsPerLiter","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012b",NA,NA,NA,"20221128T173148Z","RELEASE-2023"
"220","b2f6fb66-6642-45d0-95f5-51860da2938a","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.8.CNSA.1","A00000054098",NA,"condition ok","SIRFER Lab at University of Utah",2019-09-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",10,25,100,"d13C",-32.24,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a","N",NA,NA,"20221128T173148Z","RELEASE-2023"
"221","44265507-13e8-47d7-a18a-280630a0975b","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.2.CNSA.1","A00000054172",NA,"condition ok","SIRFER Lab at University of Utah",2019-09-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",8,25,100,"d15N",1.77,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a",NA,NA,NA,"20221128T173148Z","RELEASE-2023"
"222","a20ad71c-9451-4ef7-a9ac-1bbcac11d719","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.2.CNSA.1","A00000054172",NA,"condition ok","SIRFER Lab at University of Utah",2019-09-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",8,25,100,"carbon",63533.24,"microgramsPerLiter","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a","N",NA,NA,"20221128T173148Z","RELEASE-2023"
"223","add298de-d8e5-43f5-aecb-57101458de12","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.4.CNSA.1","A00000054114",NA,"condition ok","SIRFER Lab at University of Utah",2019-09-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",8,25,100,"d15N",1.23,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a",NA,NA,NA,"20221128T173148Z","RELEASE-2023"
"224","989e4684-2f27-472e-a62c-3aba49ceb677","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.3.CNSA.1","A00000054223",NA,"condition ok","SIRFER Lab at University of Utah",2019-09-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",10,25,100,"d34S",4.45,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012b",NA,NA,NA,"20221128T173148Z","RELEASE-2023"
"225","7851ba15-9443-47e3-b89b-a83e966ddaa2","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.5.CNSA.1","A00000054093",NA,"condition ok","SIRFER Lab at University of Utah",2019-09-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",10,25,100,"d13C",-27.67,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a","N",NA,NA,"20221128T173148Z","RELEASE-2023"
"226","acb9a7f6-4154-44e3-ad3c-14a27a1d35ad","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.6.CNSA.1","A00000054096",NA,"condition ok","SIRFER Lab at University of Utah",2019-09-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",10,25,100,"carbon",19907.71,"microgramsPerLiter","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a","N",NA,NA,"20221128T173148Z","RELEASE-2023"
"227","0d45c62f-9208-4a9e-a76d-85ffb8e80139","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.5.CNSA.1","A00000054093",NA,"condition ok","SIRFER Lab at University of Utah",2019-09-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",10,25,100,"d15N",1.37,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a",NA,NA,NA,"20221128T173148Z","RELEASE-2023"
"228","69443c08-5587-44a3-9de2-a3b5f18ca04a","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.4.CNSA.1","A00000054114",NA,"condition ok","SIRFER Lab at University of Utah",2019-09-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",8,25,100,"d13C",-27.11,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a","N",NA,NA,"20221128T173148Z","RELEASE-2023"
"229","7faeeb63-6288-4513-9e3e-c1bf9d08c72d","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.1.CNSA.1","A00000054171",NA,"condition ok","SIRFER Lab at University of Utah",2019-09-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",15,25,100,"sulfur",318.23,"microgramsPerLiter","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012b",NA,NA,NA,"20221128T173148Z","RELEASE-2023"
"230","01171de0-2431-4b89-94a1-417874ca2067","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.6.CNSA.1","A00000054096",NA,"condition ok","SIRFER Lab at University of Utah",2019-09-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",10,25,100,"d13C",-25.87,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a","N",NA,NA,"20221128T173148Z","RELEASE-2023"
"231","6b806aa7-4d41-494a-af89-57cb42f9051a","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.6.CNSA.1","A00000054096",NA,"condition ok","SIRFER Lab at University of Utah",2019-09-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",10,25,100,"nitrogen",2148.28,"microgramsPerLiter","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a",NA,NA,NA,"20221128T173148Z","RELEASE-2023"
"232","9b1fb1c7-556c-4667-97f3-bab7f05eaae2","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.7.CNSA.1","A00000054101",NA,"condition ok","SIRFER Lab at University of Utah",2019-09-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",10,25,100,"d13C",-31.95,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a","N",NA,NA,"20221128T173148Z","RELEASE-2023"
"233","906dfcb1-04ce-4644-b4c9-bc87f344e0a9","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.8.CNSA.1","A00000054098",NA,"condition ok","SIRFER Lab at University of Utah",2019-09-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",10,25,100,"nitrogen",8001.6,"microgramsPerLiter","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a",NA,NA,NA,"20221128T173148Z","RELEASE-2023"
"234","375d4fd9-78e8-46eb-9387-9d504ba2a4ba","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.4.CNSA.1","A00000054114",NA,"condition ok","SIRFER Lab at University of Utah",2019-09-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",8,25,100,"nitrogen",9118.84,"microgramsPerLiter","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a",NA,NA,NA,"20221128T173148Z","RELEASE-2023"
"235","ad280f02-ac66-4b90-b434-ca8bec109780","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.8.CNSA.1","A00000054098",NA,"condition ok","SIRFER Lab at University of Utah",2019-09-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",10,25,100,"d34S",2.86,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012b",NA,NA,NA,"20221128T173148Z","RELEASE-2023"
"236","5e84e2e2-784c-47cd-83ec-2c51625b4ddf","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.5.CNSA.1","A00000054093",NA,"condition ok","SIRFER Lab at University of Utah",2019-09-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",10,25,100,"d34S",10.4,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012b",NA,NA,NA,"20221128T173148Z","RELEASE-2023"
"237","508e5be0-39a3-4e0c-b87e-32cd39348ac0","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.8.CNSA.1","A00000054098",NA,"condition ok","SIRFER Lab at University of Utah",2019-09-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",10,25,100,"carbon",58844.28,"microgramsPerLiter","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a","N",NA,NA,"20221128T173148Z","RELEASE-2023"
"238","cf7a54eb-1807-4bb3-a2db-afa6e9263f07","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.1.CNSA.1","A00000054171",NA,"condition ok","SIRFER Lab at University of Utah",2019-09-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",15,25,100,"d34S",5.2,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012b",NA,NA,NA,"20221128T173148Z","RELEASE-2023"
"239","7f4eb596-0359-4fae-937f-0c60906f8ac1","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.1.CNSA.1","A00000054171",NA,"condition ok","SIRFER Lab at University of Utah",2019-09-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",15,25,100,"carbon",30709.37,"microgramsPerLiter","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a","N",NA,NA,"20221128T173148Z","RELEASE-2023"
"240","4836c612-4094-4838-b8cb-9c6ca30a7f6e","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.1.CNSA.1","A00000054171",NA,"condition ok","SIRFER Lab at University of Utah",2019-09-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",15,25,100,"nitrogen",3142.02,"microgramsPerLiter","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a",NA,NA,NA,"20221128T173148Z","RELEASE-2023"
"241","43fbc58e-c00b-44f4-9199-72f448705705","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.6.CNSA.1","A00000054096",NA,"condition ok","SIRFER Lab at University of Utah",2019-09-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",10,25,100,"d34S",7.58,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012b",NA,NA,NA,"20221128T173148Z","RELEASE-2023"
"242","3b9a49bb-29d2-444d-b960-dd3d419bfdf1","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.4.CNSA.1","A00000054114",NA,"condition ok","SIRFER Lab at University of Utah",2019-09-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",8,25,100,"d34S",11.94,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012b",NA,NA,NA,"20221128T173148Z","RELEASE-2023"
"243","b93a881e-1d31-42d6-a462-eaf8af157980","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.4.CNSA.1","A00000054114",NA,"condition ok","SIRFER Lab at University of Utah",2019-09-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",8,25,100,"sulfur",1534.95,"microgramsPerLiter","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012b",NA,NA,NA,"20221128T173148Z","RELEASE-2023"
"244","7a5eaeed-ad01-4714-ba13-c39e5ef4c686","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.1.CNSA.1","A00000054171",NA,"condition ok","SIRFER Lab at University of Utah",2019-09-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",15,25,100,"d13C",-30.16,"perMill","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a","N",NA,NA,"20221128T173148Z","RELEASE-2023"
"245","d2da1092-f03b-4b0b-994f-f540cf778d92","D12","BLDE","BLDE.AOS.reach",2019-05-07,"BLDE.20190507.EPILITHON.4.CNSA.1","A00000054114",NA,"condition ok","SIRFER Lab at University of Utah",2019-09-12,"ElFtGy1kV49xqNP00HfxQA==","CNS","1",8,25,100,"carbon",67417.11,"microgramsPerLiter","SIRFER_algalPlantChem_isotopes_V1","Revesz & Coplen 2012a","N",NA,NA,"20221128T173148Z","RELEASE-2023"
